accX[mg],accY[mg],accZ[mg],gyroX[mdps],gyroY[mdps],gyroZ[mdps]
-1017.8033,-50.9176,44.8807,-78.7500,-376.2501,-1163.7504
-1018.5350,-51.4664,43.4172,-96.2500,332.5001,-778.7503
-1020.7304,-52.4421,42.9293,-61.2500,-323.7501,-1373.7504
-1018.5350,-52.1982,44.3319,-70.0000,-183.7501,-1137.5004
-1019.6937,-49.6980,42.0146,-131.2500,385.0001,-743.7503
-1018.0473,-52.7470,45.6734,-43.7500,-577.5002,-1400.0004
-1018.7180,-52.9299,42.9293,-87.5000,-61.2500,-988.7504
-1018.0473,-52.5031,44.8197,-105.0000,-166.2501,-1330.0004
-1017.6205,-51.9542,42.3805,-78.7500,-157.5001,-1102.5003
-1019.2058,-52.5031,43.5391,-122.5000,280.0001,-743.7503
-1018.7180,-51.6494,42.6244,-70.0000,-306.2501,-1470.0004
-1017.9863,-52.9299,45.3075,-78.7500,61.2500,-840.0003
-1017.9253,-52.1982,43.2952,-105.0000,218.7501,-945.0004
-1018.6571,-52.5031,44.9416,-105.0000,306.2501,-761.2503
